0.01, 6440, 0, 0
0.09, 7540, 0, 2376
0.09, 7220, 0, 2216
0.06, 7128, 0, 2176
0.07, 7336, 0, 2144
0.08, 7060, 0, 2136
0.12, 7164, 0, 2136
0.11, 7232, 0, 2136
0.16, 7200, 0, 2136
0.17, 7256, 0, 2144
0.19, 7104, 0, 2144
0.22, 7272, 0, 2152
0.24, 7060, 0, 2152
0.26, 7140, 0, 2152
0.30, 7144, 0, 2152
0.34, 7220, 0, 2160
0.37, 7204, 0, 2160
0.41, 7324, 0, 2160
0.44, 7204, 0, 2160
0.46, 7320, 0, 2160
0.53, 7232, 0, 2160
0.56, 7048, 0, 2168
0.62, 7020, 0, 2168
0.68, 7128, 0, 2168
0.73, 7092, 0, 2232
0.78, 7328, 0, 2168
0.84, 7132, 0, 2168
0.89, 7192, 0, 2176
0.97, 7116, 0, 2176
1.03, 7264, 0, 2168
1.11, 7180, 0, 2176
1.17, 7276, 0, 2176
1.21, 7028, 0, 2176
1.31, 7256, 0, 2184
1.41, 7056, 0, 2184
1.47, 7188, 0, 2184
1.54, 7260, 0, 2192
1.62, 7068, 0, 2224
1.68, 7216, 0, 2192
1.79, 7212, 0, 2192
1.89, 7220, 0, 2200
1.97, 7220, 0, 2200
2.04, 7172, 0, 2208
2.17, 7316, 0, 2208
2.24, 7068, 0, 2216
2.35, 7108, 0, 2216
2.44, 7228, 0, 2224
2.56, 7136, 0, 2288
2.67, 7192, 0, 2224
2.74, 7072, 0, 2232
2.85, 7152, 0, 2232
2.98, 7232, 0, 2232
3.08, 7292, 0, 2232
3.16, 7212, 0, 2232
3.27, 7196, 0, 2296
3.38, 7064, 0, 2232
3.54, 7176, 0, 2232
3.66, 7244, 0, 2232
3.78, 7188, 0, 2232
3.92, 7172, 0, 2232
4.03, 7236, 0, 2264
4.20, 7088, 0, 2240
4.25, 7260, 0, 2304
4.47, 7228, 0, 2240
4.60, 7344, 0, 2240
4.67, 7092, 0, 2304
4.88, 7188, 0, 2240
4.97, 7516, 0, 2272
5.11, 7472, 0, 2240
5.32, 7288, 0, 2240
5.44, 7440, 0, 2240
5.53, 7536, 0, 2240
5.67, 7144, 0, 2248
5.87, 7160, 0, 2248
6.01, 7248, 0, 2248
6.23, 7132, 0, 2248
6.36, 7176, 0, 2248
6.49, 7224, 0, 2248
6.73, 7344, 0, 2248
6.80, 7036, 0, 2248
6.97, 7160, 0, 2248
7.22, 7124, 0, 2248
7.38, 7232, 0, 2280
7.58, 7196, 0, 2248
7.74, 7156, 0, 2248
7.90, 7064, 0, 2248
8.11, 7108, 0, 2248
8.30, 7008, 0, 2256
8.38, 7052, 0, 2256
8.64, 7112, 0, 2256
8.84, 7144, 0, 2320
9.03, 7108, 0, 2256
9.11, 7156, 0, 2256
9.42, 7228, 0, 2320
9.62, 7128, 0, 2256
9.80, 7256, 0, 2256
9.99, 7132, 0, 2320
10.21, 7060, 0, 2256
10.33, 7064, 0, 2256
10.63, 7296, 0, 2352
10.79, 7188, 0, 2256
