0.01, 3900, 0, 8
0.01, 4536, 0, 104
0.01, 4512, 0, 128
0.01, 4420, 0, 80
0.01, 4564, 0, 88
0.01, 4424, 0, 88
0.02, 4564, 0, 96
0.02, 4416, 0, 104
0.03, 4572, 0, 104
0.03, 4484, 0, 112
0.03, 4400, 0, 112
0.06, 4420, 0, 112
0.04, 4488, 0, 112
0.06, 4624, 0, 112
0.08, 4456, 0, 112
0.05, 4508, 0, 112
0.06, 4540, 0, 104
0.08, 4320, 0, 104
0.07, 4560, 0, 104
0.08, 4400, 0, 104
0.09, 4468, 0, 104
0.10, 4516, 0, 104
0.12, 4612, 0, 104
0.12, 4408, 0, 104
0.12, 4540, 0, 104
0.16, 4496, 0, 104
0.14, 4320, 0, 104
0.15, 4516, 0, 104
0.16, 4508, 0, 104
0.17, 4432, 0, 104
0.19, 4576, 0, 104
0.22, 4436, 0, 104
0.21, 4396, 0, 104
0.24, 4364, 0, 104
0.27, 4504, 0, 104
0.27, 4540, 0, 104
0.29, 4388, 0, 104
0.28, 4480, 0, 104
0.32, 4580, 0, 104
0.34, 4584, 0, 104
0.32, 4412, 0, 104
0.37, 4556, 0, 104
0.39, 4608, 0, 104
0.40, 4616, 0, 104
0.40, 4552, 0, 104
0.43, 4492, 0, 104
0.45, 4516, 0, 104
0.45, 4580, 0, 104
0.47, 4612, 0, 104
0.48, 4508, 0, 104
0.51, 4484, 0, 104
0.55, 4388, 0, 104
0.55, 4532, 0, 104
0.56, 4476, 0, 104
0.60, 4476, 0, 104
0.60, 4432, 0, 104
0.64, 4532, 0, 104
0.65, 4396, 0, 104
0.67, 4384, 0, 104
0.71, 4460, 0, 104
0.72, 4600, 0, 104
0.74, 4540, 0, 104
0.76, 4548, 0, 104
0.78, 4416, 0, 104
0.83, 4480, 0, 104
0.84, 4540, 0, 200
0.85, 4464, 0, 104
0.89, 4412, 0, 104
0.88, 4408, 0, 104
0.91, 4588, 0, 104
0.96, 4380, 0, 104
0.98, 4364, 0, 104
0.99, 4432, 0, 104
1.03, 4540, 0, 104
1.04, 4476, 0, 104
1.09, 4416, 0, 104
1.10, 4312, 0, 104
1.15, 4412, 0, 104
1.18, 4432, 0, 104
1.17, 4540, 0, 168
1.21, 4612, 0, 104
1.25, 4556, 0, 104
1.27, 4516, 0, 104
1.32, 4488, 0, 104
1.33, 4364, 0, 104
1.34, 4380, 0, 104
1.39, 4616, 0, 104
1.39, 4380, 0, 104
1.45, 4592, 0, 104
1.48, 4388, 0, 104
1.51, 4412, 0, 104
1.52, 4532, 0, 104
1.57, 4488, 0, 104
1.59, 4536, 0, 104
1.61, 4412, 0, 104
1.67, 4556, 0, 104
1.70, 4384, 0, 104
1.71, 4412, 0, 104
1.78, 4568, 0, 104
1.77, 4560, 0, 104
1.82, 4584, 0, 200
